codfor,fornecedor,fantasia,sigla,a_vl,a_cmv,a_mc,a_qtde,a_cli,d_vl,d_cmv,d_mc,d_qtde,d_cli
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,B,726.45,525.98,158.70,14,5,390.14,272.72,60.83,7,2
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,E,15357.73,11830.65,1046.02,342,31,3773.19,2838.64,368.20,71,22
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,F,1656.42,1054.32,330.80,33,12,50.90,26.58,18.43,1,1
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,I,349.57,191.87,148.25,3,3,232.08,127.78,97.07,3,3
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,K,64254.69,46389.36,10487.60,1329,426,22524.62,15778.32,4328.58,423,223
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,M,892.77,683.72,164.82,18,3,350.71,289.73,50.11,6,2
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,N,880.17,749.38,112.85,20,2,237.60,194.08,34.47,5,2
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,O,10318.20,7577.46,1158.79,216,36,2647.21,1923.57,392.54,57,13
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,Q,4402.06,3382.50,340.08,90,13,903.33,642.61,112.84,17,6
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,U,3273.88,2503.49,221.83,59,3,1026.57,778.14,91.23,23,4
00002,3RHO INTERRUPTORES  AUTOMOTIVOS LTDA,3RHO,,21321.74,15266.57,4567.14,382,125,8391.58,6360.33,1652.84,159,73
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,F,263.68,137.88,41.71,2,1,0.00,0.00,0.00,0,0
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,K,3700.91,1972.77,1105.53,73,29,436.15,224.79,140.86,5,5
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,M,24.38,12.84,7.62,1,1,0.00,0.00,0.00,0,0
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,O,47.01,24.88,14.57,2,1,0.00,0.00,0.00,0,0
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,Q,780.52,428.06,226.91,10,2,69.50,34.29,24.05,1,1
00007,GRUD COMERCIO AUTOMOTIVO LTDA,GRUD,,2193.67,1137.36,518.77,45,12,135.08,73.92,39.09,4,4
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,B,121.62,90.44,15.97,2,1,187.16,139.20,49.14,1,1
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,E,439.32,281.33,116.31,4,3,567.63,375.46,103.92,6,4
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,F,342.82,242.70,91.60,3,3,0.00,0.00,0.00,0,0
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,I,418.70,224.92,161.21,2,1,68.79,39.93,27.70,1,1
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,J,399.39,306.00,97.80,3,1,0.00,0.00,0.00,0,0
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,K,15545.50,10808.28,3588.33,141,76,4412.96,2940.68,1129.92,36,29
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,M,194.46,148.96,33.17,4,3,172.03,145.19,42.15,1,1
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,N,50.05,38.33,12.27,1,1,0.00,0.00,0.00,0,0
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,O,2188.50,1363.44,570.23,19,8,374.64,244.41,85.13,4,2
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,Q,1809.71,1155.34,268.84,23,7,194.49,113.25,59.47,1,1
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,U,340.43,205.28,61.69,3,2,18.08,10.57,5.52,1,1
00055,OSPINA IND DE AUTO PECAS LTDA,OSPINA,,10987.92,8326.50,2488.53,103,44,2149.24,1650.09,490.21,21,16
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,E,114.21,59.10,39.67,1,1,0.00,0.00,0.00,0,0
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,F,57.37,44.07,15.63,2,2,0.00,0.00,0.00,0,0
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,I,13.48,11.51,4.52,1,1,0.00,0.00,0.00,0,0
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,K,2504.11,1944.58,606.40,31,25,250.07,116.55,100.34,2,2
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,M,222.45,172.57,64.89,2,1,0.00,0.00,0.00,0,0
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,O,373.31,234.52,120.74,3,3,0.00,0.00,0.00,0,0
00067,DPAULA INDUSTRIA E COMERCIO LTDA,DPAULA,,1732.10,1369.16,453.11,16,12,0.00,0.00,0.00,0,0
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,B,58.51,38.84,4.22,8,1,0.00,0.00,0.00,0,0
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,E,128.34,71.03,11.54,10,3,0.00,0.00,0.00,0,0
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,F,19.50,9.88,3.61,2,1,29.79,20.49,8.81,1,1
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,K,6383.26,3948.71,703.00,566,81,1745.78,988.79,257.05,130,21
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,M,29.24,20.00,4.38,4,1,94.20,48.89,3.38,10,1
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,O,1300.80,762.57,298.42,47,8,224.57,124.95,69.21,4,3
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,Q,1440.84,896.14,132.59,74,8,270.45,144.31,36.75,32,5
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,U,668.37,447.47,81.10,27,2,0.00,0.00,0.00,0,0
00076,EDANTI IND COM PECAS PARA AUTOS LTDA,EDANTI,,2258.12,1537.17,320.11,198,32,577.59,402.51,109.29,38,11
00095,ANTICO IND.E COM. DE AUTO PECAS LTDA,ANTICO,K,0.00,0.00,0.00,0,0,52.59,31.29,4.30,3,1
00113,GOLDEN CABO COM.E IND. DE COMPONENTES,GC,K,0.00,0.00,0.00,0,0,18.70,8.56,0.70,10,1
00113,GOLDEN CABO COM.E IND. DE COMPONENTES,GC,,10.70,13.20,0.27,10,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,B,369.32,273.30,96.92,6,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,E,61.14,37.77,16.38,1,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,F,161.51,93.60,62.94,1,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,K,3600.63,2611.48,800.04,54,27,400.40,300.67,101.63,6,5
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,M,60.87,46.39,14.92,1,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,O,306.84,189.54,66.03,5,2,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,Q,474.50,293.14,112.88,7,3,297.16,172.13,45.43,4,1
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,U,51.60,31.88,13.82,1,1,0.00,0.00,0.00,0,0
00123,GRANERO LIMPADORES DE PARABRISAS LTDA,GRANERO,,10587.12,8122.71,1702.05,162,27,678.22,485.46,164.17,7,5
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,B,4813.89,3997.50,836.68,50,9,1728.88,1418.13,322.72,19,8
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,E,75949.41,60133.24,5585.42,1557,40,30025.76,23370.10,2417.23,477,35
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,F,27588.90,19227.80,7378.41,313,71,4965.79,3578.63,1337.58,60,22
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,I,11731.51,7141.17,4530.26,64,56,5797.76,3617.87,2152.53,23,19
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,J,280.45,189.98,66.19,5,2,0.00,0.00,0.00,0,0
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,K,791763.93,596685.67,128824.74,9866,1015,257009.01,190408.90,43567.79,3156,617
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,M,13262.39,11274.77,2354.78,133,4,2898.53,2209.89,516.72,33,4
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,N,7235.42,6475.09,872.60,130,2,4856.32,4470.51,620.72,40,2
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,O,116895.87,89411.06,12925.83,1618,50,33529.56,25200.71,3855.19,485,41
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,Q,71291.45,55081.47,6696.64,1204,18,25837.80,19780.77,3037.97,221,16
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,U,68906.56,54925.33,5303.81,1009,5,25917.64,20447.92,2027.68,217,5
00124,ZEN S.A INDUSTRIA METALURGICA,ZEN,,317478.64,249509.25,64408.51,4129,371,137549.65,114708.65,24265.29,1672,262
00138,PST ELETRONICA LTDA,POSITRON,B,2787.85,2145.30,99.02,40,1,55.90,53.50,1.46,10,1
00138,PST ELETRONICA LTDA,POSITRON,E,133.86,82.04,16.36,16,1,0.00,0.00,0.00,0,0
00138,PST ELETRONICA LTDA,POSITRON,F,124.80,107.00,1.99,20,1,62.40,53.50,1.99,10,1
00138,PST ELETRONICA LTDA,POSITRON,J,2371.90,1984.80,52.84,10,1,0.00,0.00,0.00,0,0
00138,PST ELETRONICA LTDA,POSITRON,K,12218.43,9057.70,1978.05,294,46,3519.52,2784.48,467.38,97,15
00138,PST ELETRONICA LTDA,POSITRON,M,103.80,96.47,3.61,20,3,0.00,0.00,0.00,0,0
00138,PST ELETRONICA LTDA,POSITRON,N,275.31,214.70,37.36,6,2,0.00,0.00,0.00,0,0
00138,PST ELETRONICA LTDA,POSITRON,,18209.87,14477.37,2183.28,394,38,7573.46,5971.22,1017.47,165,24
00147,VIRTUAL PLASTICOS LTDA,VP,B,24.45,13.65,7.01,1,1,0.00,0.00,0.00,0,0
00147,VIRTUAL PLASTICOS LTDA,VP,E,1031.05,633.98,194.12,24,11,0.00,0.00,0.00,0,0
00147,VIRTUAL PLASTICOS LTDA,VP,F,384.73,215.47,118.44,7,5,0.00,0.00,0.00,0,0
00147,VIRTUAL PLASTICOS LTDA,VP,I,220.00,96.45,90.21,3,2,0.00,0.00,0.00,0,0
00147,VIRTUAL PLASTICOS LTDA,VP,K,6393.46,3893.73,1541.64,131,92,1355.65,776.74,388.90,23,21
00147,VIRTUAL PLASTICOS LTDA,VP,M,361.17,205.73,100.40,7,3,35.65,26.71,9.12,1,1
00147,VIRTUAL PLASTICOS LTDA,VP,N,176.94,104.36,50.81,4,1,0.00,0.00,0.00,0,0
00147,VIRTUAL PLASTICOS LTDA,VP,O,1641.58,1016.67,286.81,33,13,116.01,79.86,20.55,3,1
00147,VIRTUAL PLASTICOS LTDA,VP,Q,323.25,195.73,46.51,7,3,32.09,16.79,10.40,1,1
00147,VIRTUAL PLASTICOS LTDA,VP,U,61.67,36.57,15.73,1,1,0.00,0.00,0.00,0,0
